hh_id;order_id;pasta_price;voucher;customer_age;yearly_income;area_code 
429;14;2,45;1;20;31822;4
429;15;0,41;0;20;31822;4
429;16;4,65;1;20;31822;4
429;17;0,00;0;20;31822;4
429;18;2,48;0;20;31822;4
429;19;0,62;1;20;31822;4
429;20;2,62;1;20;31822;4
4;1;3,51;0;46;31759;1
4;2;0,87;0;46;31759;1
4;3;3,05;2;46;31759;1
4;4;1,23;0;46;31759;1
4;5;1,08;0;46;31759;1
4;6;0,62;0;46;31759;1
4;7;1,49;0;46;31759;1
4;8;2,38;1;46;31759;1
4;9;2,92;0;46;31759;1
4;10;1,17;1;46;31759;1
4;11;4,74;1;46;31759;1
4;12;2,33;1;46;31759;1
4;13;3,99;3;46;31759;1
4;14;1,37;0;46;31759;1
4;15;2,74;2;46;31759;1
4;16;2,13;0;46;31759;1
4;17;1,05;0;46;31759;1
4;18;1,74;0;46;31759;1
4;19;0,64;0;46;31759;1
4;20;0,03;0;46;31759;1
1301;1;2,21;0;19;31742;1
1301;2;0,00;0;19;31742;1
1301;3;0,81;0;19;31742;1
1301;4;1,75;0;19;31742;1
1301;5;0,67;0;19;31742;1
1301;6;1,15;1;19;31742;1
1301;7;3,19;0;19;31742;1
1301;8;2,18;1;19;31742;1
1301;9;0,19;0;19;31742;1
1301;10;4,63;2;19;31742;1
1301;11;2,93;2;19;31742;1
1301;12;1,44;0;19;31742;1
1301;13;1,87;0;19;31742;1
1301;14;1,20;0;19;31742;1
1301;15;2,14;0;19;31742;1
1301;16;2,37;1;19;31742;1
1301;17;2,00;0;19;31742;1
1301;18;3,17;2;19;31742;1
1301;19;2,39;0;19;31742;1
1301;20;2,59;0;19;31742;1
221;1;4,46;1;30;31726;2
221;2;2,50;0;30;31726;2
221;3;1,35;1;30;31726;2
221;4;3,42;1;30;31726;2
221;5;1,45;0;30;31726;2
221;6;2,02;0;30;31726;2
221;7;2,74;0;30;31726;2
221;8;2,60;2;30;31726;2
221;9;2,82;0;30;31726;2
221;10;1,92;0;30;31726;2
221;11;4,15;0;30;31726;2
221;12;2,31;0;30;31726;2
221;13;3,58;0;30;31726;2
221;14;1,17;0;30;31726;2
221;15;4,08;2;30;31726;2
221;16;0,30;1;30;31726;2
221;17;1,54;0;30;31726;2
221;18;3,63;1;30;31726;2
221;19;1,73;0;30;31726;2
221;20;0,88;0;30;31726;2
1083;1;1,78;0;47;31681;2
1083;2;1,05;1;47;31681;2
1083;3;2,09;0;47;31681;2
1083;4;2,07;2;47;31681;2
1083;5;2,48;0;47;31681;2
1083;6;2,91;1;47;31681;2
1083;7;0,67;0;47;31681;2
1083;8;1,93;1;47;31681;2
1083;9;1,60;1;47;31681;2
1083;10;2,34;0;47;31681;2
1083;11;2,37;1;47;31681;2
1083;12;1,38;1;47;31681;2
1083;13;2,36;0;47;31681;2
1083;14;2,20;2;47;31681;2
1083;15;2,01;0;47;31681;2
1083;16;0,44;0;47;31681;2
1083;17;2,06;0;47;31681;2
1083;18;1,75;0;47;31681;2
1083;19;1,11;1;47;31681;2
1083;20;3,63;2;47;31681;2
1606;1;2,70;0;38;31657;4
1606;2;1,14;0;38;31657;4
1606;3;1,30;0;38;31657;4
1606;4;1,67;1;38;31657;4
1606;5;0,13;0;38;31657;4
1606;6;1,11;1;38;31657;4
1606;7;3,52;0;38;31657;4
1606;8;3,53;2;38;31657;4
1606;9;1,76;2;38;31657;4
1606;10;1,73;0;38;31657;4
1606;11;0,92;0;38;31657;4
1606;12;1,04;1;38;31657;4
1606;13;2,42;1;38;31657;4
1606;14;1,56;1;38;31657;4
1606;15;1,47;0;38;31657;4
1606;16;1,71;0;38;31657;4
1606;17;4,50;2;38;31657;4
1606;18;2,19;0;38;31657;4
1606;19;2,54;0;38;31657;4
1606;20;0,16;1;38;31657;4
243;1;2,68;1;29;31628;1
243;2;2,06;0;29;31628;1
243;3;2,01;1;29;31628;1
243;4;0,00;0;29;31628;1
243;5;3,01;3;29;31628;1
243;6;5,08;1;29;31628;1
243;7;0,00;2;29;31628;1
243;8;2,15;0;29;31628;1
243;9;0,91;1;29;31628;1
243;10;2,81;0;29;31628;1
243;11;1,28;1;29;31628;1
243;12;1,37;1;29;31628;1
243;13;1,19;0;29;31628;1
243;14;2,54;0;29;31628;1
243;15;3,38;3;29;31628;1
243;16;0,95;0;29;31628;1
243;17;0,71;1;29;31628;1
243;18;0,64;0;29;31628;1
243;19;2,70;1;29;31628;1
243;20;0,88;0;29;31628;1
638;1;1,87;1;49;31612;3
638;2;1,16;0;49;31612;3
638;3;3,21;0;49;31612;3
638;4;1,11;0;49;31612;3
638;5;2,35;0;49;31612;3
638;6;2,71;1;49;31612;3
638;7;2,37;0;49;31612;3
638;8;1,14;0;49;31612;3
638;9;2,06;0;49;31612;3
638;10;2,87;0;49;31612;3
638;11;1,74;0;49;31612;3
638;12;1,45;0;49;31612;3
638;13;1,79;0;49;31612;3
638;14;2,46;0;49;31612;3
638;15;1,60;0;49;31612;3
638;16;2,57;1;49;31612;3
638;17;2,66;0;49;31612;3
638;18;1,91;0;49;31612;3
638;19;2,45;1;49;31612;3
638;20;1,22;0;49;31612;3
1176;1;3,60;3;33;31608;2
1176;2;3,76;0;33;31608;2
1176;3;1,75;0;33;31608;2
1176;4;2,59;1;33;31608;2
1176;5;1,71;0;33;31608;2
1176;6;0,94;1;33;31608;2
1176;7;0,52;0;33;31608;2
1176;8;3,10;1;33;31608;2
1176;9;3,03;0;33;31608;2
1176;10;2,16;0;33;31608;2
1176;11;1,64;2;33;31608;2
1176;12;0,83;0;33;31608;2
1176;13;1,22;0;33;31608;2
1176;14;1,25;0;33;31608;2
1176;15;1,12;0;33;31608;2
1176;16;2,66;0;33;31608;2
1176;17;2,17;0;33;31608;2
1176;18;4,07;1;33;31608;2
1176;19;1,18;0;33;31608;2
1176;20;1,12;0;33;31608;2
1574;1;2,80;4;61;31571;5
1574;2;1,64;1;61;31571;5
1574;3;1,01;0;61;31571;5
1574;4;3,33;0;61;31571;5
1574;5;1,62;0;61;31571;5
1574;6;3,36;1;61;31571;5
1574;7;1,96;1;61;31571;5
1574;8;2,10;0;61;31571;5
1574;9;2,63;1;61;31571;5
1574;10;1,53;0;61;31571;5
1574;11;0,46;0;61;31571;5
1574;12;2,25;1;61;31571;5
1574;13;2,08;0;61;31571;5
1574;14;0,00;1;61;31571;5
1574;15;0,98;0;61;31571;5
1574;16;1,81;0;61;31571;5
1574;17;2,03;1;61;31571;5
1574;18;2,11;1;61;31571;5
1574;19;2,89;1;61;31571;5
1574;20;1,90;0;61;31571;5
1687;1;2,58;0;44;31563;4
1687;2;0,87;1;44;31563;4
1687;3;0,37;0;44;31563;4
1687;4;1,15;0;44;31563;4
1687;5;0,81;0;44;31563;4
1687;6;2,32;2;44;31563;4
1687;7;3,41;1;44;31563;4
1687;8;1,68;0;44;31563;4
1687;9;0,00;2;44;31563;4
1687;10;2,06;0;44;31563;4
1687;11;0,70;1;44;31563;4
1687;12;3,27;0;44;31563;4
1687;13;0,87;2;44;31563;4
1687;14;0,73;0;44;31563;4
1687;15;2,21;0;44;31563;4
1687;16;2,19;1;44;31563;4
1687;17;0,18;0;44;31563;4
1687;18;2,68;0;44;31563;4
1687;19;3,77;1;44;31563;4
1687;20;2,96;0;44;31563;4
805;1;2,93;1;25;31538;4
805;2;1,41;1;25;31538;4
805;3;0,80;1;25;31538;4
805;4;2,89;1;25;31538;4
805;5;3,16;1;25;31538;4
805;6;2,23;0;25;31538;4
805;7;2,39;1;25;31538;4
805;8;1,29;1;25;31538;4
805;9;0,23;0;25;31538;4
805;10;2,35;2;25;31538;4
805;11;2,33;0;25;31538;4
805;12;3,03;1;25;31538;4
805;13;2,42;0;25;31538;4
805;14;3,01;0;25;31538;4
805;15;2,00;1;25;31538;4
805;16;3,89;3;25;31538;4
805;17;1,09;0;25;31538;4
805;18;1,07;0;25;31538;4
805;19;0,99;0;25;31538;4
805;20;1,24;0;25;31538;4
1668;1;2,88;0;43;31512;3
1668;2;3,00;2;43;31512;3
1668;3;0,82;0;43;31512;3
1668;4;2,81;0;43;31512;3
1668;5;3,36;2;43;31512;3
1668;6;1,96;1;43;31512;3
1668;7;1,20;1;43;31512;3
1668;8;1,53;0;43;31512;3
1668;9;2,01;0;43;31512;3
1668;10;3,06;0;43;31512;3
1668;11;0,21;0;43;31512;3
1668;12;3,20;2;43;31512;3
1668;13;1,60;1;43;31512;3
1668;14;1,43;0;43;31512;3
1668;15;0,31;2;43;31512;3
1668;16;2,11;0;43;31512;3
1668;17;1,54;0;43;31512;3
1668;18;0,00;0;43;31512;3
1668;19;3,59;0;43;31512;3
1668;20;0,49;0;43;31512;3
1812;1;0,00;0;63;31489;3
1812;2;1,05;0;63;31489;3
1812;3;1,23;0;63;31489;3
1812;4;2,71;1;63;31489;3
1812;5;1,25;2;63;31489;3
1812;6;3,34;0;63;31489;3
1812;7;2,27;1;63;31489;3
1812;8;1,99;1;63;31489;3
1812;9;1,12;0;63;31489;3
1812;10;0,00;0;63;31489;3
1812;11;2,56;0;63;31489;3
1812;12;1,94;0;63;31489;3
1812;13;1,63;1;63;31489;3
1812;14;0,31;0;63;31489;3
1812;15;2,13;0;63;31489;3
1812;16;2,13;1;63;31489;3
1812;17;3,13;0;63;31489;3
1812;18;1,66;0;63;31489;3
1812;19;1,81;1;63;31489;3
1812;20;1,95;0;63;31489;3
868;1;2,91;1;57;31488;3
868;2;1,06;0;57;31488;3
868;3;0,25;0;57;31488;3
868;4;1,84;0;57;31488;3
868;5;2,36;0;57;31488;3
868;6;2,97;1;57;31488;3
868;7;4,74;1;57;31488;3
868;8;1,75;1;57;31488;3
868;9;2,41;2;57;31488;3
868;10;2,14;1;57;31488;3
868;11;0,77;0;57;31488;3
868;12;1,68;0;57;31488;3
868;13;2,61;0;57;31488;3
868;14;0,00;1;57;31488;3
868;15;0,94;0;57;31488;3
868;16;1,80;0;57;31488;3
868;17;1,01;0;57;31488;3
868;18;2,80;0;57;31488;3
868;19;0,92;0;57;31488;3
868;20;1,41;2;57;31488;3
259;1;1,52;2;39;31366;1
259;2;1,79;1;39;31366;1
259;3;2,16;0;39;31366;1
259;4;2,61;0;39;31366;1
259;5;1,02;1;39;31366;1
259;6;2,28;0;39;31366;1
259;7;3,24;1;39;31366;1
259;8;3,08;1;39;31366;1
259;9;0,00;0;39;31366;1
259;10;0,48;0;39;31366;1
259;11;2,91;1;39;31366;1
259;12;2,52;0;39;31366;1
259;13;1,32;0;39;31366;1
259;14;0,64;0;39;31366;1
259;15;0,68;1;39;31366;1
259;16;2,67;3;39;31366;1
259;17;0,92;0;39;31366;1
259;18;1,22;1;39;31366;1
259;19;2,33;1;39;31366;1
259;20;0,57;1;39;31366;1
1940;1;3,08;0;59;31357;2
1940;2;2,01;1;59;31357;2
1940;3;1,28;2;59;31357;2
1940;4;1,76;1;59;31357;2
1940;5;2,26;0;59;31357;2
1940;6;0,18;0;59;31357;2
1940;7;1,75;0;59;31357;2
1940;8;0,99;0;59;31357;2
1940;9;1,38;1;59;31357;2
1940;10;1,51;0;59;31357;2
1940;11;1,86;1;59;31357;2
1940;12;2,60;1;59;31357;2
1940;13;0,88;0;59;31357;2
1940;14;1,09;0;59;31357;2
1940;15;2,23;0;59;31357;2
1940;16;0,39;1;59;31357;2
1940;17;2,51;0;59;31357;2
1940;18;1,80;0;59;31357;2
1940;19;0,12;0;59;31357;2
1940;20;1,57;0;59;31357;2
1980;1;2,02;0;58;31357;4
1980;2;1,91;0;58;31357;4
1980;3;1,25;0;58;31357;4
1980;4;1,52;0;58;31357;4
1980;5;2,68;0;58;31357;4
1980;6;1,69;0;58;31357;4
1980;7;1,38;1;58;31357;4
1980;8;2,63;0;58;31357;4
1980;9;2,49;0;58;31357;4
1980;10;2,98;2;58;31357;4
1980;11;1,33;0;58;31357;4
1980;12;1,93;2;58;31357;4
1980;13;1,91;1;58;31357;4
1980;14;2,21;0;58;31357;4
1980;15;2,66;3;58;31357;4
1980;16;1,84;0;58;31357;4
1980;17;1,79;0;58;31357;4
1980;18;0,93;1;58;31357;4
1980;19;2,52;1;58;31357;4
1980;20;3,41;0;58;31357;4
217;1;2,30;1;49;31330;2
217;2;0,77;0;49;31330;2
217;3;0,92;0;49;31330;2
217;4;1,18;1;49;31330;2
217;5;2,68;0;49;31330;2
217;6;0,00;0;49;31330;2
217;7;2,84;1;49;31330;2
217;8;2,82;0;49;31330;2
217;9;2,03;0;49;31330;2
217;10;1,15;1;49;31330;2
217;11;1,02;0;49;31330;2
217;12;2,39;1;49;31330;2
217;13;0,08;0;49;31330;2
217;14;2,10;0;49;31330;2
217;15;1,20;1;49;31330;2
217;16;2,69;1;49;31330;2
217;17;1,24;1;49;31330;2
217;18;1,91;0;49;31330;2
217;19;1,83;2;49;31330;2
217;20;1,91;2;49;31330;2
359;1;1,44;0;54;31318;1
359;2;1,88;1;54;31318;1
359;3;0,39;0;54;31318;1
359;4;1,26;1;54;31318;1
359;5;0,53;0;54;31318;1
359;6;2,75;0;54;31318;1
359;7;1,85;0;54;31318;1
359;8;0,89;0;54;31318;1
359;9;2,49;0;54;31318;1
359;10;2,15;1;54;31318;1
359;11;1,87;0;54;31318;1
359;12;3,56;0;54;31318;1
359;13;0,75;0;54;31318;1
359;14;0,71;0;54;31318;1
359;15;0,10;0;54;31318;1
359;16;1,02;0;54;31318;1
359;17;1,42;0;54;31318;1
359;18;2,00;1;54;31318;1
359;19;2,17;0;54;31318;1
359;20;4,40;5;54;31318;1
184;1;1,60;0;56;31311;4
184;2;1,04;0;56;31311;4
184;3;2,93;3;56;31311;4
184;4;0,84;1;56;31311;4
184;5;3,50;1;56;31311;4
184;6;0,01;1;56;31311;4
184;7;2,30;0;56;31311;4
184;8;0,86;0;56;31311;4
184;9;1,88;1;56;31311;4
184;10;0,58;0;56;31311;4
184;11;0,00;0;56;31311;4
184;12;1,82;1;56;31311;4
184;13;2,80;1;56;31311;4
184;14;0,40;1;56;31311;4
184;15;1,06;3;56;31311;4
184;16;2,83;1;56;31311;4
184;17;2,20;0;56;31311;4
184;18;0,00;0;56;31311;4
184;19;1,52;1;56;31311;4
184;20;1,27;0;56;31311;4
354;1;2,53;0;33;31307;1
354;2;3,99;1;33;31307;1
354;3;1,37;1;33;31307;1
354;4;1,86;0;33;31307;1
354;5;2,84;0;33;31307;1
354;6;1,87;0;33;31307;1
354;7;1,27;0;33;31307;1
354;8;1,00;0;33;31307;1
354;9;1,79;1;33;31307;1
354;10;0,95;0;33;31307;1
354;11;0,30;1;33;31307;1
354;12;2,82;0;33;31307;1
354;13;0,74;2;33;31307;1
354;14;1,75;0;33;31307;1
354;15;0,09;0;33;31307;1
354;16;3,10;1;33;31307;1
354;17;1,82;0;33;31307;1
354;18;2,51;3;33;31307;1
354;19;2,08;0;33;31307;1
354;20;0,83;0;33;31307;1
1562;1;1,88;1;45;31294;1
1562;2;3,27;0;45;31294;1
1562;3;1,90;0;45;31294;1
1562;4;0,50;1;45;31294;1
1562;5;1,27;0;45;31294;1
1562;6;2,33;0;45;31294;1
1562;7;0,83;0;45;31294;1
1562;8;1,63;0;45;31294;1
1562;9;1,01;0;45;31294;1
1562;10;3,11;1;45;31294;1
1562;11;1,19;0;45;31294;1
1562;12;1,81;0;45;31294;1
1562;13;0,79;0;45;31294;1
1562;14;2,76;0;45;31294;1
1562;15;1,19;0;45;31294;1
1562;16;0,24;0;45;31294;1
1562;17;3,41;1;45;31294;1
1562;18;2,01;0;45;31294;1
1562;19;3,45;1;45;31294;1
1562;20;1,60;1;45;31294;1
899;1;4,59;2;49;31286;1
899;2;0,44;0;49;31286;1
899;3;2,90;0;49;31286;1
899;4;1,92;1;49;31286;1
899;5;1,91;0;49;31286;1
899;6;1,31;0;49;31286;1
899;7;1,36;1;49;31286;1
899;8;2,71;1;49;31286;1
899;9;1,03;0;49;31286;1
899;10;2,86;2;49;31286;1
899;11;2,21;0;49;31286;1
899;12;1,22;0;49;31286;1
899;13;2,31;0;49;31286;1
899;14;3,34;1;49;31286;1
899;15;0,38;0;49;31286;1
899;16;2,67;0;49;31286;1
899;17;1,75;0;49;31286;1
899;18;1,33;0;49;31286;1
899;19;1,31;1;49;31286;1
899;20;1,03;0;49;31286;1
242;1;1,67;1;62;31277;4
242;2;0,00;0;62;31277;4
242;3;0,56;0;62;31277;4
242;4;0,24;0;62;31277;4
242;5;0,69;0;62;31277;4
242;6;2,75;0;62;31277;4
242;7;0,29;0;62;31277;4
242;8;2,64;0;62;31277;4
242;9;2,04;0;62;31277;4
242;10;2,74;0;62;31277;4
242;11;0,26;0;62;31277;4
242;12;1,85;1;62;31277;4
242;13;4,58;1;62;31277;4
242;14;2,05;0;62;31277;4
242;15;0,00;0;62;31277;4
242;16;1,67;0;62;31277;4
242;17;0,00;0;62;31277;4
242;18;1,79;0;62;31277;4
242;19;1,13;0;62;31277;4
242;20;0,16;0;62;31277;4
317;1;0,00;0;64;31200;4
317;2;1,98;2;64;31200;4
317;3;1,47;0;64;31200;4
317;4;1,99;1;64;31200;4
317;5;2,09;0;64;31200;4
317;6;0,87;0;64;31200;4
317;7;1,96;0;64;31200;4
317;8;1,15;0;64;31200;4
317;9;2,06;0;64;31200;4
317;10;2,15;0;64;31200;4
317;11;1,66;1;64;31200;4
317;12;0,25;0;64;31200;4
317;13;2,20;0;64;31200;4
317;14;0,58;1;64;31200;4
317;15;2,66;1;64;31200;4
317;16;0,00;0;64;31200;4
317;17;1,96;1;64;31200;4
317;18;1,07;0;64;31200;4
317;19;0,92;0;64;31200;4
317;20;2,02;0;64;31200;4
1981;1;1,63;0;62;31174;1
1981;2;2,18;2;62;31174;1
1981;3;1,77;2;62;31174;1
1981;4;0,30;0;62;31174;1
1981;5;1,50;0;62;31174;1
1981;6;0,81;0;62;31174;1
1981;7;3,67;0;62;31174;1
1981;8;2,86;2;62;31174;1
1981;9;2,24;0;62;31174;1
1981;10;0,91;1;62;31174;1
1981;11;2,41;0;62;31174;1
1981;12;0,75;1;62;31174;1
1981;13;0,76;0;62;31174;1
1981;14;3,39;1;62;31174;1
1981;15;2,09;1;62;31174;1
1981;16;2,35;2;62;31174;1
1981;17;0,45;0;62;31174;1
1981;18;0,27;0;62;31174;1
1981;19;0,89;0;62;31174;1
1981;20;3,29;1;62;31174;1
1199;1;1,65;0;39;31157;4
1199;2;2,26;0;39;31157;4
1199;3;3,18;1;39;31157;4
1199;4;2,38;1;39;31157;4
1199;5;2,84;1;39;31157;4
1199;6;3,11;1;39;31157;4
1199;7;1,45;1;39;31157;4
1199;8;1,80;1;39;31157;4
1199;9;1,53;0;39;31157;4
1199;10;0,43;1;39;31157;4
1199;11;3,45;1;39;31157;4
1199;12;1,88;0;39;31157;4
1199;13;1,83;1;39;31157;4
1199;14;2,80;0;39;31157;4
1199;15;1,87;2;39;31157;4
1199;16;2,87;0;39;31157;4
1199;17;2,98;1;39;31157;4
1199;18;0,19;0;39;31157;4
1199;19;1,50;0;39;31157;4
1199;20;2,80;1;39;31157;4
1020;1;3,30;1;56;31128;5
1020;2;1,83;0;56;31128;5
1020;3;0,51;0;56;31128;5
1020;4;1,36;0;56;31128;5
1020;5;2,74;0;56;31128;5
1020;6;1,42;1;56;31128;5
1020;7;1,18;0;56;31128;5
1020;8;1,97;0;56;31128;5
1020;9;2,73;2;56;31128;5
1020;10;1,31;0;56;31128;5
1020;11;0,16;0;56;31128;5
1020;12;1,27;1;56;31128;5
1020;13;1,33;1;56;31128;5
1020;14;2,18;0;56;31128;5
1020;15;1,70;2;56;31128;5
1020;16;1,28;0;56;31128;5
1020;17;2,52;0;56;31128;5
1020;18;1,34;1;56;31128;5
1020;19;0,08;1;56;31128;5
1020;20;3,22;2;56;31128;5
1163;1;2,61;0;60;31121;4
1163;2;0,79;0;60;31121;4
1163;3;1,41;0;60;31121;4
1163;4;1,68;1;60;31121;4
1163;5;1,30;0;60;31121;4
1163;6;0,07;0;60;31121;4
1163;7;1,70;1;60;31121;4
1163;8;3,23;1;60;31121;4
1163;9;1,31;0;60;31121;4
1163;10;0,00;0;60;31121;4
1163;11;2,96;0;60;31121;4
1163;12;1,72;0;60;31121;4
1163;13;2,44;1;60;31121;4
1163;14;0,70;1;60;31121;4
1163;15;1,61;0;60;31121;4
1163;16;2,43;0;60;31121;4
1163;17;0,00;0;60;31121;4
1163;18;1,06;1;60;31121;4
1163;19;2,10;1;60;31121;4
1163;20;1,27;1;60;31121;4
1585;1;1,81;0;51;31105;2
1585;2;1,75;0;51;31105;2
1585;3;2,18;0;51;31105;2
1585;4;2,01;0;51;31105;2
1585;5;2,65;1;51;31105;2
1585;6;1,00;0;51;31105;2
1585;7;0,41;0;51;31105;2
1585;8;1,87;0;51;31105;2
1585;9;3,04;0;51;31105;2
1585;10;0,00;0;51;31105;2
1585;11;3,45;3;51;31105;2
1585;12;0,20;0;51;31105;2
1585;13;1,10;0;51;31105;2
1585;14;4,44;2;51;31105;2
1585;15;0,09;0;51;31105;2
1585;16;2,69;0;51;31105;2
1585;17;1,03;0;51;31105;2
1585;18;1,35;0;51;31105;2
1585;19;0,62;0;51;31105;2
1585;20;2,81;1;51;31105;2
929;1;1,19;0;63;31105;5
929;2;1,69;1;63;31105;5
929;3;1,76;1;63;31105;5
929;4;1,89;0;63;31105;5
929;5;2,08;0;63;31105;5
929;6;3,27;2;63;31105;5
929;7;0,49;0;63;31105;5
929;8;0,00;0;63;31105;5
929;9;1,88;0;63;31105;5
929;10;1,62;0;63;31105;5
929;11;2,65;0;63;31105;5
929;12;1,23;1;63;31105;5
929;13;2,97;0;63;31105;5
929;14;0,56;0;63;31105;5
929;15;3,03;0;63;31105;5
929;16;0,71;0;63;31105;5
929;17;2,10;0;63;31105;5
929;18;3,37;1;63;31105;5
929;19;1,12;0;63;31105;5
929;20;1,69;2;63;31105;5
1887;1;3,00;0;29;31094;3
1887;2;0,89;1;29;31094;3
1887;3;1,29;0;29;31094;3
1887;4;0,63;0;29;31094;3
1887;5;3,52;0;29;31094;3
1887;6;1,61;0;29;31094;3
1887;7;1,94;0;29;31094;3
1887;8;0,00;1;29;31094;3
1887;9;1,76;1;29;31094;3
1887;10;0,26;0;29;31094;3
1887;11;2,45;2;29;31094;3
1887;12;0,87;0;29;31094;3
1887;13;4,15;1;29;31094;3
1887;14;2,02;0;29;31094;3
1887;15;1,78;0;29;31094;3
1887;16;0,61;0;29;31094;3
1887;17;2,43;1;29;31094;3
1887;18;1,32;0;29;31094;3
1887;19;0,59;0;29;31094;3
1887;20;1,83;1;29;31094;3
1620;1;1,62;0;26;31085;1
1620;2;1,55;1;26;31085;1
1620;3;2,00;1;26;31085;1
1620;4;2,16;0;26;31085;1
1620;5;3,73;0;26;31085;1
1620;6;1,38;0;26;31085;1
1620;7;0,00;0;26;31085;1
1620;8;2,52;0;26;31085;1
1620;9;0,00;0;26;31085;1
1620;10;0,26;0;26;31085;1
1620;11;1,90;1;26;31085;1
1620;12;0,17;0;26;31085;1
1620;13;2,05;1;26;31085;1
1620;14;3,35;1;26;31085;1
1620;15;1,58;1;26;31085;1
1620;16;4,16;0;26;31085;1
1620;17;2,29;0;26;31085;1
1620;18;1,47;0;26;31085;1
1620;19;1,16;0;26;31085;1
1620;20;1,83;1;26;31085;1
1378;1;1,52;1;34;31050;1
1378;2;2,51;0;34;31050;1
1378;3;2,25;0;34;31050;1
1378;4;0,00;0;34;31050;1
1378;5;1,64;0;34;31050;1
1378;6;0,74;0;34;31050;1
1378;7;3,19;1;34;31050;1
1378;8;2,23;0;34;31050;1
1378;9;0,67;0;34;31050;1
1378;10;2,54;0;34;31050;1
1378;11;1,99;1;34;31050;1
1378;12;1,31;0;34;31050;1
1378;13;2,64;0;34;31050;1
1378;14;1,13;0;34;31050;1
1378;15;3,83;2;34;31050;1
1378;16;1,26;0;34;31050;1
1378;17;1,59;0;34;31050;1
1378;18;2,04;0;34;31050;1
1378;19;1,94;0;34;31050;1
1378;20;2,30;0;34;31050;1
396;1;0,39;0;49;30985;1
396;2;1,14;0;49;30985;1
396;3;0,76;0;49;30985;1
396;4;0,44;0;49;30985;1
396;5;2,46;0;49;30985;1
396;6;0,71;0;49;30985;1
396;7;1,94;1;49;30985;1
396;8;1,24;0;49;30985;1
396;9;2,20;0;49;30985;1
396;10;0,04;0;49;30985;1
396;11;2,13;0;49;30985;1
396;12;0,00;1;49;30985;1
396;13;1,07;0;49;30985;1
396;14;0,80;0;49;30985;1
396;15;3,51;0;49;30985;1
396;16;0,36;1;49;30985;1
396;17;3,39;0;49;30985;1
396;18;0,15;0;49;30985;1
396;19;0,00;0;49;30985;1
396;20;2,71;0;49;30985;1
1715;1;2,30;0;22;30980;3
1715;2;2,27;2;22;30980;3
1715;3;3,22;1;22;30980;3
1715;4;2,31;1;22;30980;3
1715;5;2,31;0;22;30980;3
1715;6;2,18;0;22;30980;3
1715;7;2,62;0;22;30980;3
1715;8;1,32;0;22;30980;3
1715;9;3,14;0;22;30980;3
1715;10;1,43;0;22;30980;3
1715;11;3,43;0;22;30980;3
1715;12;2,66;1;22;30980;3
1715;13;2,43;0;22;30980;3
1715;14;2,04;0;22;30980;3
1715;15;1,66;1;22;30980;3
1715;16;3,66;2;22;30980;3
1715;17;2,38;0;22;30980;3
1715;18;1,49;0;22;30980;3
1715;19;2,85;1;22;30980;3
1715;20;0,93;3;22;30980;3
966;1;1,48;0;19;30980;3
966;2;3,51;3;19;30980;3
966;3;0,00;0;19;30980;3
966;4;0,00;0;19;30980;3
966;5;2,65;0;19;30980;3
966;6;0,54;1;19;30980;3
966;7;2,46;0;19;30980;3
966;8;2,24;0;19;30980;3
966;9;2,25;1;19;30980;3
966;10;4,07;1;19;30980;3
966;11;1,75;0;19;30980;3
966;12;2,08;0;19;30980;3
966;13;2,79;1;19;30980;3
966;14;0,66;0;19;30980;3
966;15;1,91;0;19;30980;3
966;16;2,11;0;19;30980;3
966;17;3,45;0;19;30980;3
966;18;0,93;0;19;30980;3
966;19;2,29;0;19;30980;3
966;20;2,01;0;19;30980;3
1099;1;0,00;1;63;30953;2
1099;2;3,66;0;63;30953;2
1099;3;0,62;0;63;30953;2
1099;4;0,52;0;63;30953;2
1099;5;1,67;1;63;30953;2
1099;6;2,13;1;63;30953;2
1099;7;1,91;1;63;30953;2
1099;8;0,84;0;63;30953;2
1099;9;2,24;1;63;30953;2
1099;10;0,00;1;63;30953;2
1099;11;0,00;0;63;30953;2
1099;12;1,43;2;63;30953;2
1099;13;1,87;1;63;30953;2
1099;14;1,23;0;63;30953;2
1099;15;2,74;3;63;30953;2
1099;16;2,36;0;63;30953;2
1099;17;1,31;0;63;30953;2
1099;18;0,78;0;63;30953;2
1099;19;1,10;1;63;30953;2
1099;20;1,39;0;63;30953;2
1198;1;0,99;1;60;30951;5
1198;2;2,01;1;60;30951;5
1198;3;0,00;0;60;30951;5
1198;4;2,52;1;60;30951;5
1198;5;1,66;0;60;30951;5
1198;6;1,78;1;60;30951;5
1198;7;0,10;0;60;30951;5
1198;8;2,99;2;60;30951;5
1198;9;0,02;0;60;30951;5
1198;10;1,64;0;60;30951;5
1198;11;0,92;0;60;30951;5
1198;12;4,43;1;60;30951;5
1198;13;1,24;0;60;30951;5
1198;14;2,59;0;60;30951;5
1198;15;3,17;2;60;30951;5
1198;16;0,00;1;60;30951;5
1198;17;1,29;1;60;30951;5
1198;18;0,27;0;60;30951;5
1198;19;1,34;0;60;30951;5
1198;20;1,95;0;60;30951;5
1146;1;2,01;0;45;30945;2
1146;2;0,75;0;45;30945;2
1146;3;0,49;0;45;30945;2
1146;4;1,42;0;45;30945;2
1146;5;1,51;0;45;30945;2
1146;6;2,09;0;45;30945;2
1146;7;2,47;1;45;30945;2
1146;8;0,23;1;45;30945;2
